id,title,release_year,budget,revenue,return,popularity,vote_count,vote_average,runtime,cast_name,director_name,day_of_week
8536,Superman II,1980,54000000.0,190458706.0,3.53,10.301621,642.0,6.5,127.0,"['Gene Hackman', 'Christopher Reeve', 'Ned Beatty', 'Jackie Cooper', 'Sarah Douglas', 'Margot Kidder', ""Jack O'Halloran"", 'Valerie Perrine', 'Susannah York', 'Clifton James', 'E.G. Marshall', 'Marc McClure', 'Terence Stamp', 'Leueen Willoughby', 'Robin Pappas', 'Roger Kemp', 'Roger Brierley', 'Anthony Milner', 'Richard Griffiths', 'Melissa Wiltsie', 'Alain Dehay', 'Marc Boyle', 'Alan Stuart', 'John Ratzenberger', 'Shane Rimmer', 'John Morton', 'Jim Dowdall', 'Angus MacInnes', 'Antony Sher', 'Elva Mai Hoover', 'Hadley Kay', 'Todd Woodcroft', 'John Hollis', 'Gordon Rollings', 'Peter Whitman', 'Bill Bailey', 'Dinny Powell', 'Hal Galili', ""Marcus D'Amico"", 'Jackie Cooper', 'Richard LeParmentier', 'Don Fellows', 'Michael Shannon', 'Tony Sibbald', 'Tommy Duggan', 'Pamela Mandell', 'Pepper Martin', 'Eugene Lipinski', 'Cleon Spencer', 'Carl Parris']",Richard Lester,Thursday
9531,Superman III,1983,39000000.0,75850624.0,1.94,9.614638,500.0,5.3,125.0,"['Christopher Reeve', 'Richard Pryor', 'Jackie Cooper', 'Marc McClure', ""Annette O'Toole"", 'Annie Ross', 'Pamela Stephenson', 'Robert Vaughn', 'Margot Kidder', ""Gavin O'Herlihy""]",Richard Lester,Friday
11411,Superman IV: The Quest for Peace,1987,17000000.0,19300000.0,1.14,7.990679,327.0,4.1,90.0,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Jackie Cooper', 'Marc McClure', 'Jon Cryer', 'Sam Wanamaker', 'Mariel Hemingway', 'Mark Pillow', 'Damian McLawhorn', 'William Hootkins', 'Jim Broadbent', 'Stanley Lebor', 'Don Fellows', 'Robert Beatty', 'Bradley Lavelle', 'Mac McDonald', 'Steve Plytas']",Sidney J. Furie,Thursday
138,Dracula,1931,355000.0,1012189.0,2.85,7.503126,254.0,7.2,72.0,"['Bela Lugosi', 'Helen Chandler', 'David Manners', 'Dwight Frye', 'Edward Van Sloan', 'Herbert Bunston', 'Frances Dade', 'Joan Standing', 'Charles K. Gerrard', 'Nicholas Bela', 'Daisy Belmore', 'Carla Laemmle', 'Donald Murphy', 'Michael Visaroff', 'Barbara Bozoky', 'Anna Bakacs', 'Geraldine Dvorak', 'Cornelia Thaw', 'Dorothy Tree', 'Tod Browning', 'Anita Harder', 'Florence Wix', 'Moon Carroll', 'John George', 'Wyndham Standing', 'Josephine Velez']",Tod Browning,Thursday
3035,Frankenstein,1931,291000.0,12000000.0,41.24,8.091603,295.0,7.3,71.0,"['Colin Clive', 'Mae Clarke', 'John Boles', 'Boris Karloff', 'Edward Van Sloan', 'Frederick Kerr', 'Dwight Frye', 'Lionel Belmore', 'Marilyn Harris', 'Michael Mark', 'Ted Billings', 'Mae Bruce', 'Jack Curtis', 'Arletta Duncan', 'William Dyer', 'Francis Ford', 'Soledad Jiménez', 'Carmencita Johnson', 'Sessel Anne Johnson', 'Margaret Mann', 'Pauline Moore', 'Inez Palange', 'Paul Panzer', 'Cecilia Parker', 'Rose Plumer', 'Cecil Reynolds', 'Ellinor Vanderveer']",James Whale,Saturday
36685,The Rocky Horror Picture Show,1975,1200000.0,112892319.0,94.08,8.699428,703.0,7.4,100.0,"['Tim Curry', 'Susan Sarandon', 'Barry Bostwick', ""Richard O'Brien"", 'Patricia Quinn', 'Nell Campbell', 'Jonathan Adams', 'Meat Loaf', 'Charles Gray', 'Fran Fullenwider', 'Peter Hinwood', 'Perry Bedden']",Jim Sharman,Thursday
30168,It Came from Hollywood,1982,5000000.0,2091037.0,0.42,1.629796,12.0,6.0,80.0,"['Dan Aykroyd', 'John Candy', 'Cheech Marin', 'Tommy Chong', 'Gilda Radner']",Andrew Solt,Friday
8974,The War of the Worlds,1953,2000000.0,2000000.0,1.0,5.609399,172.0,6.8,85.0,"['Gene Barry', 'Ann Robinson', 'Les Tremayne', 'Lewis Martin', 'Robert Cornthwaite', 'Sandro Giglio', 'Houseley Stevenson Jr.', 'Paul Frees', 'William Phipps', 'Vernon Rich', 'Henry Brandon', 'Jack Kruschen', 'Cedric Hardwicke', 'Cliff Clark', 'Rudy Lee', 'Peter Adams', 'Eric Alden', 'Hugh Allen', 'Ruth Barnell', 'Edgar Barrier', 'Russ Bender', 'Paul Birch', 'Hazel Boyne', 'Chet Brandenburg', 'Tony Butala', 'Mushy Callahan', 'Ann Codee', 'Edward Colmans', 'James Conaty', 'Russ Conway', 'Martin Coulter', 'Vittorio Cramer', 'Pierre Cressoy', 'Jim Davies', 'Helen Dickson', 'Ralph Dumke', 'Jimmie Dundee', 'Al Ferguson', 'Dick Fortune', 'Alex Frazer', 'Frank Freeman Jr.', 'Charles Gemora', 'Ned Glass', 'Fred Graham', 'Joe Gray', 'Nancy Hale', 'Virginia Hall', 'Ted Hecht', 'Douglas Henderson', 'Gertrude Hoffmann', 'Jimmy Horan', 'Patricia Iannone', 'Jerry James', 'Carolyn Jones', 'Don Kohler', 'Frank Kreig', 'Ivan Lebedeff', 'Freeman Lusk', 'Herbert Lytton', 'George Magrill', 'Mike Mahoney', 'John Mansfield', 'Joel Marston', 'Sydney Mason', 'John Maxwell', 'Mathew McCue', 'David McMahon', 'William Meader', 'Lee Miller', 'Ralph Montgomery', 'Alvy Moore', 'Bob Morgan', 'Stanley Orr', 'George Pal', 'Walter Richards', 'Robert Rockwell', 'Walter Sande', 'James Seay', 'Cora Shannon', 'David Sharpe', 'Teru Shimada', 'Bobby Somers', 'Bert Stevens', 'Charles Stewart', 'Gus Taillon', 'Morton C. Thompson', 'Arthur Tovey', 'Dale Van Sickel', 'Dorothy Vernon', 'Edward Wahrman', 'Anthony Warde', 'Waldon Williams', 'Bud Wolfe', 'Fred Zendar', 'Jack Stoney']",Byron Haskin,Thursday
509,Notting Hill,1999,42000000.0,363889678.0,8.66,9.874043,1309.0,7.0,124.0,"['Julia Roberts', 'Hugh Grant', 'Gina McKee', 'Tim McInnerny', 'Rhys Ifans', 'Emma Chambers', 'Hugh Bonneville', 'Richard McCabe', 'James Dreyfus', 'Dylan Moran', 'Roger Frost', 'Henry Goodman', 'Julian Rhind-Tutt', 'Lorelei King', 'Alec Baldwin', 'John Shrapnel', 'Emily Mortimer', 'Dorian Lough', 'Sanjeev Bhaskar', 'Paul Chahidi', 'Mischa Barton', 'Clarke Peters', 'Ann Beach', 'Samuel West', 'Tony Armatrading', 'Simon Callow', 'Rupert Procter']",Roger Michell,Thursday
1090,The Thirteenth Floor,1999,16000000.0,18564088.0,1.16,9.356587,381.0,6.8,100.0,"['Craig Bierko', 'Armin Mueller-Stahl', 'Gretchen Mol', ""Vincent D'Onofrio"", 'Dennis Haysbert', 'Steven Schub', 'Jeremy Roberts', 'Rif Hutton', 'Leon Rippy', 'Janet MacLachlan', 'Brad William Henke', 'Burt Bulos', 'Venessia Valentino', 'Tia Texada', 'Howard S. Miller', 'Shiri Appleby', 'Bob Clendenin', 'Rachel Winfree', 'Alison Lohman', 'Meghan Ivey', 'Ernie Lively', 'Toni Sawyer', 'Lee Weaver', 'Travis Tedford', 'Johnny Crawford', 'Jeff Blumenkrantz', 'Geoffrey Rivas', 'Brooks Almy', 'Darryl Henriques', 'Mary Ann Schmidt', 'Glendon Rich']",Josef Rusnak,Friday
62676,Limbo,1999,8000000.0,1997807.0,0.25,1.969282,17.0,7.0,126.0,"['Mary Elizabeth Mastrantonio', 'David Strathairn', 'Vanessa Martinez', 'Kris Kristofferson']",John Sayles,Friday
817,Austin Powers: The Spy Who Shagged Me,1999,33000000.0,310940086.0,9.42,13.984182,1034.0,6.1,95.0,"['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner', 'Rob Lowe', 'Seth Green', 'Mindy Sterling', 'Verne Troyer', 'Elizabeth Hurley', 'Gia Carides', 'Oliver Muirhead', 'Muse Watson', 'Scott Cooper', 'Kevin Cooney', 'Will Ferrell', 'Faune A. Chambers', 'Douglas Fisher', 'Woody Harrelson']",Jay Roach,Tuesday
14283,The Red Violin,1998,18000000.0,9495408.0,0.53,7.725843,101.0,7.2,131.0,"['Carlo Cecchi', 'Irene Grazioli', 'Anita Laurenzi', 'Tommaso Puntelli', 'Samuele Amighetti', 'Jean-Luc Bideau', 'Aldo Brugnini', 'Christoph Koncz', 'Clotilde Mollet', 'Florentín Groll', 'Johannes Silberschneider', 'Rainer Egger', 'Paul Koeker', 'Wolfgang Böck', 'Josef Mairginter', 'Johan Gotsch', 'Geza Hosszu-Legocky', 'David Alberman', 'Arthur Denberg', 'Andrzej Matuszewiski', 'Jason Flemyng', 'Greta Scacchi', 'Eva Marie Bryer', 'Dimitri Andreas', 'David Gant', 'Sai-Kit Yung', 'Sylvia Chang', 'Zifeng Liu', 'Tao Hong', 'Xio Fei Han', 'Zheng Wei Tan', 'Zhi Qing Zhou', 'Zhi Qiao', 'Kun Qi Cao', 'Rei Yang', 'Lidou', 'Samuel L. Jackson', 'Colm Feore', 'Monique Mercure', 'Don McKellar', 'Ireneusz Bogajewicz', 'Julian Richings', 'Russell Yuen', 'Sandra Oh', 'Paula de Vasconcelos', 'Rémy Girard', 'Marie-Josée Gauthier', 'Dany Laferrière', 'Dorothée Berryman', 'David La Haye', 'Gregory Hlady', 'Herman Meckler', 'Sheena Macdonald', 'Jody Shapiro', 'James Bradford', 'Joshua Bell', 'Sylvia Stewart', 'Wang Xiaoshuai']",François Girard,Thursday
37135,Tarzan,1999,150000000.0,448000000.0,2.99,12.453452,1715.0,7.1,88.0,"['Tony Goldwyn', 'Glenn Close', 'Minnie Driver', 'Brian Blessed', 'Nigel Hawthorne', 'Lance Henriksen', 'Wayne Knight', 'Alex D. Linz', ""Rosie O'Donnell"", 'Taylor Dempsey', 'Jason Marsden']",Kevin Lima,Friday
2275,The General's Daughter,1999,60000000.0,149705852.0,2.5,14.039655,209.0,6.1,116.0,"['John Travolta', 'Madeleine Stowe', 'James Cromwell', 'Timothy Hutton', 'Leslie Stefanson', 'Daniel von Bargen', 'Clarence Williams III', 'James Woods', 'John Beasley', 'Boyd Kestner', 'Brad Beyer', 'John Benjamin Hickey', 'Rick Dial', 'Peter Weireter', 'Mark Boone Junior', 'Jared Chandler']",Simon West,Friday
24137,An Ideal Husband,1999,14000000.0,18535191.0,1.32,3.873796,47.0,6.3,97.0,"['Cate Blanchett', 'Minnie Driver', 'Rupert Everett', 'Julianne Moore', 'Jeremy Northam', 'Peter Vaughan']",Oliver Parker,Thursday
104,Run Lola Run,1998,1530000.0,7267585.0,4.75,7.765379,672.0,7.2,81.0,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri', 'Armin Rohde', 'Joachim Król', 'Heino Ferch', 'Lars Rudolph', 'Ludger Pistor', 'Sebastian Schipper', 'Ute Lubosch', 'Julia Lindig', 'Andreas Petri', 'Klaus Müller', 'Utz Krause', 'Volkhart Buff', 'Monica Bleibtreu', 'Suzanne von Borsody', 'Marc Bischoff', 'Beate Finckh', 'Hans Paetsch', 'Peter Pauli', 'Wolfgang Becker']",Tom Tykwer,Thursday
9032,Big Daddy,1999,34200000.0,234801895.0,6.87,8.011869,898.0,6.2,93.0,"['Adam Sandler', 'Joey Lauren Adams', 'Kristy Swanson', 'Cole Sprouse', 'Jon Stewart', 'Leslie Mann', 'Allen Covert', 'Rob Schneider', 'Peter Dante', 'Steve Buscemi', 'Dylan Sprouse', 'Josh Mostel', 'Joseph Bologna', 'Jonathan Loughran', 'Tim Herlihy', 'Edmund Lyndeck', 'Larkin Malloy', 'Deborah S. Craig', 'Jared Sandler', 'Jackie Sandler']",Dennis Dugan,Friday
9421,The Dinner Game,1998,12500000.0,78599508.0,6.29,6.122739,408.0,7.7,80.0,"['Thierry Lhermitte', 'Jacques Villeret', 'Francis Huster', 'Daniel Prévost', 'Alexandra Vandernoot', 'Catherine Frot', 'Edgar Givry', 'Christian Pereira', 'Benoît Bellal', 'Jacques Bleu', 'Philippe Brigaud', 'Michel Caccia', 'Pétronille Moss']",Francis Veber,Wednesday
6488,Arachnophobia,1990,31000000.0,53208180.0,1.72,5.418428,445.0,6.2,103.0,"['Jeff Daniels', 'Harley Jane Kozak', 'Garette Ratliff Henson', 'Marlene Katz', 'Julian Sands', 'Brian McNamara', 'John Goodman', 'Stuart Pankin', 'Henry Jones', 'Frances Bay', 'Roy Brocksmith', 'Kathy Kinney', 'Mary Carver', 'James Handy', 'Peter Jason', 'Jane Marla Robbins', 'Theo Schwartz', 'Cori Wellins', 'Chance Boyer', 'Brandy Norwood', 'Nathaniel Spitzley', 'Mark L. Taylor', 'Lois de Banzie', 'Warren Rice', 'Robert Frank Telfer', 'Michael Steve Jones', 'Jay Scorpio', 'Fiona Walsh', 'Terese Del Piero', 'Mai-Lis Kuniholm', ""Robert 'Bobby Z' Zajonc"", 'Juan Fernández']",Frank Marshall,Thursday
8487,Wild Wild West,1999,170000000.0,222104681.0,1.31,9.887602,1042.0,5.1,106.0,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'M. Emmet Walsh', 'Ted Levine', 'Frederique van der Wal', 'Musetta Vander', 'Sofia Eng', 'Garcelle Beauvais', 'Bai Ling', 'Rodney A. Grant', 'E.J. Callahan', 'Debra Christofferson', 'Buck Taylor', 'James Lashly', 'Dean Rader Duval', 'Jerry Wills', 'Mike H. McGaughy', 'Christian Aubert', 'Orestes Matacena', 'Ian Abercrombie', ""Ismael 'East' Carlo"", 'Bob Rumnock', 'Gary Carlos Cervantes', 'Jerry Potter', 'Mik Scriba', 'Michael Sims', 'Natalie Fabry']",Barry Sonnenfeld,Tuesday
2105,American Pie,1999,11000000.0,235483004.0,21.41,18.344227,2358.0,6.4,95.0,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Alyson Hannigan', 'Shannon Elizabeth', 'Tara Reid', 'Eddie Kaye Thomas', 'Seann William Scott', 'Eugene Levy', 'Natasha Lyonne', 'Mena Suvari', 'Jennifer Coolidge', 'Chris Owen', 'Eric Lively', 'Molly Cheek', 'John Cho', 'Justin Isfeld', 'Eli Marienthal', 'Tara Subkoff', 'Lawrence Pressman', 'Clyde Kusatsu', 'Christina Milian', 'Woody Schultz', 'Eden Riegel', 'Akuyoe Graham', 'Veronica Lauren', 'Monica McSwain', 'Fletcher Sheridan', 'Robyn Roth', 'Jamar Cargo', 'Sasha Barrese', 'Linda Gehringer', 'Jillian Bach', 'Katie Lansdale', 'James DeBello', 'Travis Cody Aimer', 'Mark Hoppus', 'Tom DeLonge', 'Daniel Spink', 'Clementine Ford', 'Casey Erklin', 'Casey Affleck', 'Hilary Angelo']",Chris Weitz,Friday
10208,Muppets from Space,1999,24000000.0,16290976.0,0.68,7.531668,94.0,5.8,87.0,"['Steve Whitmire', 'Dave Goelz', 'Bill Barretta', 'Frank Oz', 'Jerry Nelson', 'Jeffrey Tambor', 'F. Murray Abraham', 'Rob Schneider', 'Kathy Griffin', 'Josh Charles', 'Ray Liotta', 'David Arquette', 'Andie MacDowell', 'Hulk Hogan', 'Katie Holmes', 'Joshua Jackson', 'Pat Hingle', 'Gary Owens']",Tim Hill,Wednesday
2667,The Blair Witch Project,1999,60000.0,248000000.0,4133.33,14.838386,1090.0,6.3,81.0,"['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard', 'Bob Griffith', 'Jim King', 'Sandra Sánchez', 'Ed Swanson', 'Patricia DeCou', 'Mark Mason', 'Jackie Hallex']",Daniel Myrick,Wednesday
345,Eyes Wide Shut,1999,65000000.0,162091208.0,2.49,13.268484,1266.0,7.1,159.0,"['Tom Cruise', 'Nicole Kidman', 'Madison Eginton', 'Jackie Sawiris', 'Sydney Pollack', 'Leslie Lowe', 'Peter Benson', 'Todd Field', 'Michael Doven', 'Sky du Mont', 'Julienne Davis', 'Marie Richardson', 'Vinessa Shaw', 'Leelee Sobieski', 'Alan Cumming', 'Rade Serbedzija', 'Leon Vitali', 'Philip Ettington']",Stanley Kubrick,Wednesday
9825,Lake Placid,1999,27000000.0,56870414.0,2.11,13.787108,251.0,5.5,82.0,"['Bill Pullman', 'Bridget Fonda', 'Oliver Platt', 'Brendan Gleeson', 'Betty White', 'David Lewis', 'Tim Dixon', 'Natassia Malthe', 'Mariska Hargitay', 'Meredith Salenger', 'Jed Rees', 'Richard Leacock', 'Jake T. Roberts', 'Warren Takeuchi', 'Ty Olsson', 'Adam Arkin', 'Steve Miner']",Steve Miner,Thursday
16158,The Wood,1999,6000000.0,25059640.0,4.18,4.414077,34.0,7.1,106.0,"['Omar Epps', 'Richard T. Jones', 'Taye Diggs', 'Malinda Williams', 'Sean Nelson', 'Duane Finley', 'Trent Cameron', ""De'Aundre Bonds"", 'Tamala Jones', 'Sanaa Lathan', 'LisaRaye McCoy']",Rick Famuyiwa,Friday
620,Ghostbusters,1984,30000000.0,295212467.0,9.84,22.089729,2431.0,7.3,107.0,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis', 'Annie Potts', 'William Atherton', 'Ernie Hudson', 'David Margulies', 'Jennifer Runyon', 'Michael Ensign', 'Slavitza Jovan', 'Steven Tash', 'Alice Drummond', 'Jordan Charney', 'Timothy Carhart', 'John Rothman', 'Tom McDermott', 'John Ring', 'Norman Matlock', 'Joe Cirillo', 'Joe Schmieg', 'Roger Grimsby', 'Larry King', 'Joe Franklin', 'Casey Kasem', 'Reginald VelJohnson', 'Rhoda Gemignani', 'Murray Rubin', 'Larry Dilg', 'Danny Stone', 'Patty Dworkin', 'Jean Kasem', 'Lenny Del Genio', 'Frances E. Nealy', 'Sam Moses', 'Christopher Wynkoop', 'Winston May', 'Tommy Hollis', 'Eda Reiss Merin', 'Ric Mancini', 'Carol Ann Henry', 'James Hardie', 'Frantz Turner', 'Paul Trafas', 'Cheryl Birchenfield', 'Kymberly Herrin', 'Stanley Grover', 'Ruth Oliver', 'Nancy Kelly']",Ivan Reitman,Thursday
2978,Ghostbusters II,1989,37000000.0,215394738.0,5.82,16.414239,1131.0,6.3,108.0,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis', 'Ernie Hudson', 'Annie Potts', 'Peter MacNicol', 'Harris Yulin', 'David Margulies', 'Kurt Fuller', 'Janet Margolin', 'Wilhelm von Homburg', 'Mary Ellen Trainor', 'Chloe Webb', 'Kevin Dunn', 'Brian Doyle-Murray', 'Max von Sydow', 'Ben Stein', 'Michael P. Moran', 'George P. Wilbur', 'Cheech Marin']",Ivan Reitman,Thursday
10490,Drop Dead Gorgeous,1999,10000000.0,10571408.0,1.06,6.396767,88.0,6.5,98.0,"['Kirsten Dunst', 'Ellen Barkin', 'Denise Richards', 'Amy Adams', 'Kirstie Alley', 'Allison Janney', 'Brittany Murphy', 'Sam McMurray', 'Mindy Sterling', 'Alexandra Holden', 'Matt Malloy', 'Will Sasso', 'Nora Dunn', 'Adam West', 'Seiko Matsuda', 'Thomas Lennon', 'Richard Narita', 'Patti Yasutake', 'Richard Ooms']",Michael Patrick Jann,Friday
11618,The Haunting,1999,80000000.0,91188905.0,1.14,8.967638,374.0,5.2,113.0,"['Liam Neeson', 'Catherine Zeta-Jones', 'Owen Wilson', 'Lili Taylor', 'Bruce Dern', 'Virginia Madsen', 'Michael Cavanaugh', 'M.C. Gainey', 'Marian Seldes', 'Alix Koromzay', 'Todd Field', 'Tom Irwin', 'Charles Gunning', 'Saul Priever', 'Hadley Eure', 'Kadina de Elejalde', 'Alessandra Benjamin', 'Karen S. Gregan', 'Brandon Jarrett', 'Mary McNeal', 'William Minkin']",Jan de Bont,Friday
1812,Trick,1999,450000.0,2049595.0,4.55,2.493289,24.0,6.7,89.0,"['Tori Spelling', 'Christian Campbell', 'John Paul Pitoc', 'Brad Beyer']",Jim Fall,Friday
8914,Deep Blue Sea,1999,60000000.0,73648228.0,1.23,7.493615,616.0,5.6,105.0,"['Thomas Jane', 'Saffron Burrows', 'LL Cool J', 'Michael Rapaport', 'Samuel L. Jackson', 'Stellan Skarsgård', 'Jacqueline McKenzie', 'Aida Turturro', 'Cristos', 'Daniel Rey', 'Valente Rodriguez', 'Brent Roam', 'Eyal Podell', 'Erinn Bartlett', 'Dan Thiel', 'Sabrina Geerinckx', 'Tajsha Thomas', 'Frank Welker']",Renny Harlin,Wednesday
9824,Mystery Men,1999,68000000.0,29762011.0,0.44,10.466306,255.0,5.7,121.0,"['Ben Stiller', 'Geoffrey Rush', 'Claire Forlani', 'William H. Macy', 'Hank Azaria', 'Janeane Garofalo', 'Kel Mitchell', 'Paul Reubens', 'Jenifer Lewis', 'Stacey Travis', 'Wes Studi', 'Greg Kinnear', 'Lena Olin', 'Eddie Izzard', 'Artie Lange', 'Pras', 'Tom Waits', 'Louise Lasser', 'Ricky Jay', 'Ernie Lee Banks', 'Gerry Becker', 'Ned Bellamy', 'Corbin Bleu', 'Philip Bolden', 'Emmy Laybourne', 'Michael Bay']",Kinka Usher,Friday
4806,Runaway Bride,1999,70000000.0,309457509.0,4.42,8.919469,472.0,5.8,116.0,"['Julia Roberts', 'Richard Gere', 'Joan Cusack', 'Rita Wilson', 'Héctor Elizondo', 'Christopher Meloni', 'Paul Dooley', 'Donal Logue', 'Sela Ward', 'Sandra Taylor', 'Tom Mason', 'Yul Vazquez', 'Reg Rogers', 'Jane Morris', 'Jean Schertler', 'Laurie Metcalf', 'Larry Miller', 'Shannon Wilcox']",Garry Marshall,Friday
967,Spartacus,1960,12000000.0,60000000.0,5.0,11.110376,472.0,7.3,197.0,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton', 'Peter Ustinov', 'John Gavin', 'Nina Foch', 'John Ireland', 'Herbert Lom', 'John Dall', 'Woody Strode', 'Harold J. Stone', 'Charles McGraw', 'Joanna Barnes', 'Peter Brocco', 'Paul Lambert', 'Robert J. Wilke', 'Nick Dennis', 'John Hoyt', 'Frederick Worlock', 'Tony Curtis', 'Paul Baxley', 'Louie Elias', 'Brad Harris', 'Hubie Kerns', 'Gordon Mitchell', 'Regis Parton', 'Victor Paul', 'Jack Perkins', 'Wally Rose', 'Aaron Saxon', 'Tom Steele', 'Jerry Summers', 'Shari Lee Bernath', 'Bill Blackburn', 'David Bond', 'Polly Burson', 'Carol Daniels', 'Lila Finn', 'Harold Goodwin', 'Sol Gorss', 'Betty Harford', 'Harry Harvey Jr.', 'Wayne Heffley', 'Lars Hensen', 'Charles Horvath', 'Shep Houghton', 'Pete Kellett', 'Joan McKellen', 'Eddie Parker', 'Gil Perkins', 'Chuck Roberson', 'Frosty Royce', 'Autumn Russell', 'Kay Stewart', 'Kay Stewart', 'Helen Thurston', 'Louise Vincent', 'Joe Canutt', 'Bill Catching', 'Chuck Courtney', 'Chuck Hayward', 'Robert F. Hoy', 'Valley Keene', 'George Kennedy', 'Cliff Lyons', 'Bill Raisch', 'Buddy Van Horn', 'Jack Williams', 'Paul E. Burns', 'Wayne Burson', 'Dick Crockett', 'John Daheim', 'Carey Loftin', 'Harvey Parry', 'Ronnie Rondell Jr.', 'Don Turner', 'Peter Virgo', 'Fred Zendar', 'Ted de Corsia', 'Terence De Marney', 'Johnny Duncan', 'Roy Engel', 'Paul Keast', 'Kenner G. Kemp', 'Paul Kruger', 'Otto Malde', 'Scott Seaton', 'Richard Farnsworth', 'Logan Field', 'John Stephenson', 'Robert Fuller', 'Jeanne Gerson', 'Seamon Glass', 'Preston Peterson', 'George Robotham', 'James Griffith', 'Jack Grinnage', 'Anthony Jochim', 'Joe Haworth', 'Vinton Hayworth', 'Loren Janes', 'Jil Jarmyn', 'Aron Kincaid', 'Dayton Lummis', 'Bob Morgan', 'Tracy Olsen', 'Leonard Penn', 'Vic Perrin', 'Larry Thor', 'Dale Van Sickel', 'Carleton Young', 'Duke Fishman', 'Robert Stevenson', 'John Barton', 'Jerry Brown', 'John Benson']",Stanley Kubrick,Thursday
802,Lolita,1962,2000000.0,9250000.0,4.62,9.551293,409.0,7.3,153.0,"['James Mason', 'Sue Lyon', 'Shelley Winters', 'Peter Sellers', 'Lois Maxwell', 'John Harrison', 'Diana Decker', 'Jerry Stovin', 'Gary Cockrell', 'Bill Greene', 'Shirley Douglas']",Stanley Kubrick,Wednesday
3175,Barry Lyndon,1975,11000000.0,20000000.0,1.82,14.003467,521.0,7.7,184.0,"[""Ryan O'Neal"", 'Marisa Berenson', 'Hardy Krüger', 'Diana Körner', 'Frank Middlemass', ""Arthur O'Sullivan"", 'Godfrey Quigley', 'Leonard Rossiter', 'Philip Stone', 'Patrick Magee', 'Steven Berkoff', 'Gay Hamilton', 'Marie Kean', 'Murray Melvin', 'André Morell', 'Leon Vitali', 'Billy Boyle']",Stanley Kubrick,Thursday
21185,Vibes,1988,1884000.0,1883811.0,1.0,7.368928,10.0,6.0,99.0,"['Jeff Goldblum', 'Cyndi Lauper', 'Peter Falk', 'Googy Gress', 'Darryl Henriques', 'Ramon Bieri', 'Michael Lerner', 'Hercules Vilchez', 'Jerry Vichi', 'Leo V. Finnie III', 'Ray Stoddard', 'Harvey J. Goldenberg', 'Tom Henschel', 'Susan Bugg', 'Rodney Kageyama', 'Van Dyke Parks', 'Steve Buscemi', 'Joseph V. Perry', 'Park Overall', 'Julian Sands', 'Max Perlich', 'John Kapelos', 'Bruce MacVittie', 'Don Bexley', 'Bill McCutcheon', 'Jennifer Balgobin', 'Karen Akers', 'Fernando Verdugo', 'Ronald G. Joseph', 'Aharon Ipalé', 'Elizabeth Peña', 'Robert Covarrubias', 'Elvira De Val', 'Ronald Paul Ramirez']",Ken Kwapis,Friday
10136,The Golden Child,1986,25000000.0,79817939.0,3.19,8.236472,311.0,5.6,94.0,"['Eddie Murphy', 'Charles Dance', 'Charlotte Lewis', 'Victor Wong', 'Peter Kwong', 'Jasmine Reate', 'James Hong', ""Randall 'Tex' Cobb""]",Michael Ritchie,Friday
873,The Color Purple,1985,15000000.0,146292009.0,9.75,11.573562,345.0,7.7,154.0,"['Whoopi Goldberg', 'Margaret Avery', 'Danny Glover', 'Akosua Busia', 'Oprah Winfrey', 'Willard E. Pugh', 'Desreta Jackson', 'Rae Dawn Chong', 'Adolph Caesar', 'Dana Ivey', 'Leonard Jackson', 'Bennet Guillory', 'John Patton Jr.', 'Carl Anderson', 'Susan Beaubian', 'James Tillis', 'Phillip Strong', 'Laurence Fishburne', 'Peto Kinsaka', 'Lelo Masamba', 'Jeris Poindexter']",Steven Spielberg,Wednesday
108312,Native Son,1986,2000000.0,1301121.0,0.65,0.910047,2.0,2.0,111.0,"['Victor Love', 'Matt Dillon', 'Elizabeth McGovern', 'Geraldine Page', 'Oprah Winfrey', 'Akosua Busia', 'Carroll Baker', 'John McMartin', 'Art Evans', 'John Karlen', 'Willard E. Pugh', 'David Rasche', 'Ving Rhames', 'Lane Smith', 'George Wallace']",Jerrold Freedman,Wednesday
11416,The Mission,1986,24500000.0,17218023.0,0.7,11.241995,295.0,7.1,126.0,"['Robert De Niro', 'Jeremy Irons', 'Ray McAnally', 'Aidan Quinn', 'Liam Neeson', 'Cherie Lunghi', 'Ronald Pickup', 'Chuck Low', 'Bercelio Moya', 'Sigifredo Ismare', 'Daniel Berrigan']",Roland Joffé,Monday
